location,domain_profile,company_name,about_the_job,who_can_apply,salary,company_details,start_date,experience,apply_by,applicants,skills,perks,number_of_openings,other_requirements,.NET,AJAX,APIs,ARM Microcontroller,ASP.NET,Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Photoshop,Advanced Excel,Algorithms,Allegro Software,Amazon Web Server (AWS),Amazon Web Services (AWS),American English,Android,Angular 2.0,Angular 7.0,AngularJS,Ansible,Apache,Apache Cassandra,Arduino,Autodesk Maya,Bash,Biology,Blockchain,Blogging,Bootstrap,Business Analysis,Business Research,C Programming,C#,C#.NET,C++ Programming,CCNA,CI/CD,CMS,CSS,Canva,Chemistry,Client Relationship,Cloud Computing,Cloud Firestore,CodeIgniter,Computer Networking,Computer Networks,Content Marketing,Content Writing,Creative Writing,Cross-functional Collaboration,Dart,Data Analysis,Data Analytics,Data Science,Data Structures,Database Testing,Deep Learning,DevOps,Digital Marketing,Distributed Computing,Django,Docker,EAGLE,ERP Implementation and Deployment,Eclipse (IDE),Effective Communication,Elasticsearch,Email Marketing,Embedded Systems,English Proficiency (Spoken),English Proficiency (Written),Enterprise Products,Ethereum,Event Management,Express.js,ExpressJS,Facebook Marketing,FastAPI,Figma,Financial Modeling,Financial literacy,Firebase,Firebase Cloud Messaging,Flask,Flutter,GNU Octave,GUI Testing,Git,Git / SVN.,Git Bash,GitHub,Golang,Google AdWords,Google Analytics,Google Cloud Computing,Google Workspace,GraphQL,HTML,HTML&CSS,Hibernate (Java),Hindi Proficiency (Spoken),Internet of Things (IoT),Investing,Ionic,J2EE,JSON,Java,JavaFX,JavaScript,Jira,Joomla,Kannada Proficiency (Spoken),Kotlin,Kubernetes,LARAVEL,LinkedIn Marketing,Linux,MEAN/MERN Stack,MS SQL Server,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Machine Learning,Malayalam,Malayalam Proficiency (Spoken),Manual Testing,Market Analysis,Marketing,Materialize,Mathematics,Microsoft Azure,Microsoft PowerApps,Model View Controller(MVC),Mongo,MongoDB,Moodle,MySQL,NLP,Natural Language Processing (NLP),Neural Networks,Next.js,No-SQL,NoSQL,Node.js,None,Objective C,Odoo,Online Teaching,OpenCV,Operations,Oracle,PCB Design,PCB Soldering,PHP,PLC SCADA,Perl,Physics,PostgreSQL,Postman,Power BI,Problem Solving,Product Development,Product Lifecycle Management(PLM),Product Management,Product Roadmap,Product Strategy,Project Management,Python,Quality Assurance/Quality Control (QA/QC),REST API,Raspberry Pi,React,React Native,ReactJS,Redis,Redux,Report Writing,Research and Analytics,Responsive Design,Robotic Process Automation (RPA),Robotics,Ruby on Rails,SAP,SQL,SQLite,SYSTEM ADMINISTRATOR,Salesforce,Search Engine Optimization (SEO),Selenium,Servlets,Shell Scripting,Social Media Marketing,Software Testing,Spring MVC,Statistical Modeling,Stock Trading,Stripe Payment API,Subject Matter Expert (SME),Swift,Tableau,Tailwind CSS,Tamil Proficiency (Spoken),Teaching,Telugu Proficiency (Spoken),Time Management,TypeScript,UI & UX Design,UX Research,UiPath,Unity 3D,Unity Engine,Unreal Engine,User Interface (UI) Development,User-centered Design,VMware,VS Code,Video Editing,Vue Js,Web Application Security,Webflow,Windows Mobile Application Development,Wireframing,WordPress,XML,Xcode,Yii,iOS,jQuery,web3.js,min_salary,max_salary,avg_salary
Nagpur,Digital Marketing Manager,Ekta Casting,"Key responsibilities:

1. Web development: Design, maintain, and optimize our website. Ensure it's user-friendly and SEO-optimized
2. Marketing: Execute digital marketing campaigns. Create engaging content and monitor performance
3. Report making: Analyze data to create insightful reports. Present findings effectively
4. Assistant work: Provide administrative support. Assist in organizing events and tasks

Qualifications:

1. Experience in web development and digital marketing
2. Strong analytical and organizational skills
3. Proficiency in report-making and data visualization
4. Prior administrative or assistant experience is a plus
5. Excellent communication skills

Benefits:

1. Competitive salary and benefits package
2. Opportunities for professional growth
3. Flexible work arrangements

If you're a versatile individual passionate about these areas, apply now and join us in making an impact!",,"2,00,000 - 3,00,000","<div class=""text-container about_company_text_container"">
        Ekta Casting manufactures a wide variety of steel and iron parts for basic industry. These are replacement parts for high-wear applications, such as those that take abuse from abrasion, impact, or heat in rock crushers, grinding mills, mine shovels and draglines, electric power plants, cement plants, and metal and waste recycling shredders. We are a vertically integrated manufacturer with all the departments in-house to engineer and manufacture castings.    </div>",Starts Immediately,0-2 years,7 Mar' 24,11,"Advanced Excel
Effective Communication
MS-PowerPoint
Time Management
WordPress",None,1.0,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200000,300000,250000.0
Bangalore,Android App Developer,HelloAR,"Key responsibilities: 

1. Learn and assist in Android app development: Begin with supporting the development team in building Android applications. Focus on understanding the project requirements, codebase, and actively participating in development discussions
2. Basic UI/UX implementation: Gain experience in implementing basic UI/UX designs into functional user interfaces using Android's UI toolkit, with an emphasis on learning Material Design principles
3. Introduction to Android SDK tools: Start with simpler tasks involving the Android SDK and gradually take on more complex integrations as skills improve
4. Bug fixes and performance monitoring: Assist in identifying bugs and learning how to use tools and practices to monitor app performance and optimize it
5. Collaborative development: Engage in code reviews and collaborate with the development team using version control systems like Git. Learn coding best practices and how to work effectively in a team environment
6. Continuous learning: Demonstrate a commitment to learning by staying updated with the latest Android development trends, programming languages (Kotlin/Java), and new technologies in the Android ecosystem
7. Testing support: Help in creating and executing test cases to ensure the app's functionality and user experience meet the desired standards
8. Feedback implementation: Learn to process and incorporate feedback from users and the product team into subsequent app versions
9. Documentation: Assist in documenting the development process, including writing code comments and maintaining technical documentation to support app maintenance and updates
10. Google Play Store basics: Get familiar with the process of preparing and deploying apps to the Google Play Store, including understanding the store's guidelines, app submission, and update processes",,"4,50,000 - 6,00,000","<div class=""text-container about_company_text_container"">
        HelloAR is on a mission to build a powerful tech stack that enterprises and growing brands can sign up for, resulting in improved customer experience and conversion rates across digital touchpoints. Our industry adoption? Startups to Fortune 500!<br/>
We pioneer digital transformation for brands like Samsung, Havells, Orient, Cars24, Spinny, and others you may admire working with. <br/>
<br/>
Philosophy &amp; Work Culture: We believe in powerful and lean team structures that have the potential to deliver and skyrocket value proposition for our customers as well as their careers    </div>",Starts Immediately,0-2 years,7 Mar' 24,459,"Android
Kotlin",5 days a week,1.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,600000,525000.0
Work from home,Full Stack Developer,Maayasthra,"Key responsibilities: 

1. Develop and maintain web applications, ensuring their functionality, performance, and security
2. Collaborate with designers, back-end developers, and other team members to create responsive and visually appealing web interfaces
3. Write clean, efficient, and well-documented code using HTML, CSS, and JavaScript
4. Implement and maintain web development best practices, including web standards and accessibility
5. Optimize websites for speed and performance, including mobile optimization
6. Stay up-to-date with the latest industry trends, tools, and technologies to propose and implement innovative solutions

Requirements: Efficiency in Figma.",1. Candidates with minimum 1 years of experience.,"3,60,000 - 7,20,000","Experience the enchantment of Maayasthra, where design, innovation, and practicality intertwine seamlessly to create a world of luxury and aesthetic splendor. Let us help you bring your vision to life and leave an indelibly everlasting mark.",Starts Immediately,1 year,29 Mar' 24,327,"CSS
Figma
HTML
HTML&CSS
JavaScript
PHP
Responsive Design
UI & UX Design",5 days a week,3.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,720000,540000.0
Surat,Laravel Developer,BDNT Labs Private Limited,"Key responsibilities: 

1. Work on web backend development, API development for mobile apps, deployment to production, server-side programming
2. Work on Laravel (Must), NodeJS (Optional), Core PHP, and object-oriented programming using PHP (Preferred)
3. Work on client side, programming, HTML (Must), CSS (Must), Javascript (Must), jQuery 
4. Work on database design and development

Requirements:

1. MySQL (Must) - Should have idea about writing SQL queries, joins, optimization, etc.
2. Only BCA, BE, MSc IT, MCA or any equivalent degree holders can apply",,"4,00,000 - 5,00,000","<div class=""text-container about_company_text_container"">
        BDNT LABS is a pioneering technology company based in Adilabad. As trailblazers in the tech industry, we continually push the boundaries to deliver cutting-edge solutions. We're currently seeking a seasoned architect to champion our software development endeavors.    </div>",Starts Immediately,0-1 years,15 Mar' 24,121,"LARAVEL
PHP","5 days a week
 Health Insurance",2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,500000,450000.0
Work from home,Full Stack Developer,PlayTheory Labs,"Key responsibilities:

1. Develop, deploy, and maintain scalable web applications using Node.js, Express, React.js, MongoDB, and Python
2. Build and maintain efficient data processing pipelines using Python, ensuring high performance and responsiveness to requests from the front end
3. Focus on backend development tasks, including API design and implementation, database management, and server-side logic
4. Work with cloud infrastructure services to deploy and manage applications and data processing tasks",,"3,00,000 - 3,00,001","<div class=""text-container about_company_text_container"">
        We're PlayTheory Labs &amp; we build useful data products for the web. We're a cool squad making useful web stuff. We fix real problems, love learning from what we do, and enjoy finding new, fun ways to work together. We're small but mighty, preferring a tight-knit group to a big, boring office. Everyone's ideas matter here and we get to work on projects like CheckStack and Superflow which are all about exploring the tech world. We believe work should be fun and meaningful, and we're always ready for new adventures in the digital playground! PlayTheory is the business name for Valiant Digital Technologies LLP.    </div>",Starts Immediately,0-2 years,10 Mar' 24,586,"Amazon Web Server (AWS)
Express.js
MongoDB
Natural Language Processing (NLP)
Node.js
Python",None,2.0,Applicants with prior internships or work experience with written & spoken English fluency,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300001,300000.5
Work from home,Angular.js Developer,Blackcoffer,"Key responsibilities:

1. Develop web apps using Angular.js
2. Work on the front end using the Angular.js tech stack
3. Work on Google Cloud functions, GCP, Firebase, Firestore, and related tasks
4. Work on Google APIs
5. Work on Angular.js for frontend and Google API as the backend to build apps",,"3,00,000 - 5,00,000","<div class=""text-container about_company_text_container"">
        Blackcoffer is an enterprise software and analytics consulting firm based in India and the European Union (Malta). It is a data-driven, technology, and decision science firm focused exclusively on big data and analytics, data-driven dashboards, applications development, information management, and consulting of any kind, from any source, on a massive scale. We are a young and global consulting shop helping enterprises and entrepreneurs solve big data and analytics, data-driven dashboards, applications development, and information management problems to minimize risk, explore opportunities for future growth, and increase profits more effectively. We provide intelligence, accelerate innovation, and implement technology with extraordinary breadth and depth of global insights into big data, data-driven dashboards, application development, and information management for organizations by combining unique and specialist services and high-level human expertise.    </div>",Starts Immediately,0-1 years,28 Mar' 24,149,"Amazon Web Server (AWS)
AngularJS
Cloud Firestore
Express.js
Firebase
Firebase Cloud Messaging
Google Cloud Computing
MongoDB
Node.js
REST API",None,2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,500000,400000.0
Hyderabad,Python Developer,CN Solutions,"Looking for exp in 
Python----- 
Coding-----  
Flask----- 
AWS----- 
Rest API's----- 
Unit testing framework(pytest or unittest)----
Performance and scaling----- in Unit testing ? in Database design ? EXp in No-sql database ?
 Exp __ in AWS(s3,lambda,ec2,dynamo-db) ?
Exp__ in Api Development?Exp ____ in MicroServices?How many Complex Projects have you Handled & what are they?",1. Candidates with minimum 4 years of experience.,Competitive salary,Information above is Internshala's interpretation and paraphrasing of what we found on the shared link.,Starts Immediately,4-6 years,10 Mar' 24,0,None,None,Unknown,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Competitive salary,Competitive salary,Competitive salary
Work from home,Game Developer,IDZ Digital Private Limited,"Key responsibilities:

1. Create game prototypes in Unity with a small autonomous team
2. Work on being a part of an agile and autonomous team and work closely with them
3. Develop a playable prototype in a single week
4. Maintain code quality, organization, and automatization",,"2,00,000 - 3,00,000","<div class=""text-container about_company_text_container"">
        IDZ Digital's humble beginnings can be traced back to 2004 when we began creating websites. In 2010, we became one of India's first mobile app developers, having launched our first app. Today, we are among the leading developers of apps and games for kids, with over 200 million downloads and over 100,000 5-star reviews.<br/>
<br/>
Life at IDZ Digital is stimulating, energetic, and immensely rewarding. Our team of more than 100 enthusiastic minds is always trying out new things and concepts to make our ideas come to life. We have development centers in Borivali and Thane providing a vibrant and joyful working environment. We're proud to give people a happy, open, and welcoming place to work. We give them responsibilities early on so they can work on their skills, learn faster and move up in their careers.    </div>",Starts Immediately,0-2 years,9 Mar' 24,270,"C#
Unity 3D
Unity Engine
Unreal Engine",5 days a week,2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,300000,250000.0
Ahmedabad,ASP.NET Developer,Prishusoft,"We are hiring for ASP.NET MVC/Core Developer.

Experience Range: 1-3 years

Role and Qualifications:

Essential:
Proficiency in ASP.NET MVC & ASP.NET Core, with a minimum of 1 year of hands-on experience
Familiarity with .NET framework versions starting from .NET 4.5 and onwards
Strong grasp of C#, JavaScript, TSQL, HTML, ASP.NET MVC, ASP.NET Core, ASP.NET Web API, and MSSQL
Effective verbal and written communication skills
Even candidates with foundational knowledge are encouraged, including freshers

If you're an ASP.NET developer ready to contribute your skills within a dynamic environment, we're excited to welcome you, regardless of where you're located.
Your expertise will be valued as we navigate the latest technologies and celebrate a culture of excellence.

Feel free to reach out and explore this opportunity further!",1. Candidates with minimum 1 years of experience.,"3,00,000 - 6,00,000",Information above is Internshala's interpretation and paraphrasing of what we found on the shared link.,Starts Immediately,1-3 years,26 Apr' 24,0,None,None,Unknown,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,600000,450000.0
Shivamogga,System Administrator,FrugalWorks,"Key responsibilities:

1. Undertake overall responsibility for the system and its processes and be a Service Now expert for any projects that may impact service
2. Provide training to users and be responsible for access control, security, minor enhancements such as form or workflow editing, and UAT/regression testing of any development
3. Maintaining and growing data held within Service Now such as our users, locations, configuration items, and service catalog items
4. Responsible for large enhancements to functionality that has already been implemented such as change, incident, problem, and knowledge and also developing additional functionality/modules yet to be implemented by our company

Note:

1. Candidates will be interviewed and shortlisted based on their skills and problem solving
2. Candidates shortlisted will be trained on Service Now and have to clear and get a certification of certified service administration (CSA) from Service Now in 3 months 
3. The company will bear the training and certification costs
4. Candidates will not be on payroll or paid salary for the first three months until they get certification
5. Candidates will be on probation for six months after getting the certification and the job will be made permanent based on the individual performance
6. During probation 1.2 LPA will be paid as a stipend
7. Candidates whose performance is satisfactory and are made permanent will be getting compensation of 1.8LPA - 2.4 LPA based on their performance
8. Bonuses are paid annually based on company performance and individual contribution 
9. Career growth and hikes can happen very fast based on the performance because it's a startup and the company has a vision to grow the team to 100 members in 3 years",1.  Those who are from or open to relocate to Shivamogga,"2,00,000 - 2,40,000",Greetings from FRUGALWORKS a start-up with a mission of providing economical and cost-effective IT related services from Tier 2/Tier 3 cities with high quality and turnaround time providing job  opportunities in the Tier 2/Tier 3 cities,Starts Immediately,0-2 years,29 Mar' 24,16,"Java
JavaScript",Informal dress code,10.0,"Must be a BE graduate in computer science                

                    0-2 years of experience                

                    Basic programming skills are a must                

                    Java scripting knowledge is a must                

                    Good English communication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,240000,220000.0
Surat,Game Developer,BDNT Labs Private Limited,"Key responsibilities: 

1. Develop and maintain mobile games and applications using the Cocos2d-x framework
2. Collaborate with cross-functional teams including designers and other developers to implement features and functionality
3. Ensure the performance, quality, and responsiveness of applications
4. Debug and fix issues, and optimize code for maximum efficiency
5. Implement and maintain game mechanics, UI/UX elements, and in-app features
6. Stay updated on industry trends, emerging technologies, and best practices in game development
7. Collaborate in the planning and execution of project milestones and deliverables
8. Contribute to code reviews and participate in team discussions to improve development processes",1. Candidates with minimum 1 years of experience.,"4,00,000 - 5,00,000","<div class=""text-container about_company_text_container"">
        BDNT LABS is a pioneering technology company based in Adilabad. As trailblazers in the tech industry, we continually push the boundaries to deliver cutting-edge solutions. We're currently seeking a seasoned architect to champion our software development endeavors.    </div>",Starts Immediately,1-2 years,22 Mar' 24,0,"Android
iOS","5 days a week
 Health Insurance",2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400000,500000,450000.0
Hyderabad,Angular Developer,Hotnot,"Join our team as an Angular developer! Are you passionate about Angular development and ready to take your skills to the next level? We're seeking a talented Angular developer with 2-3 years of experience to join our dynamic team. If you're someone who thrives in a collaborative environment, loves to innovate, and has a strong foundation in Angular, Node.js, and MySQL, we want to hear from you!

Key responsibilities:

1. Develop exceptional user interfaces using Angular frameworks
2. Collaborate with cross-functional teams to design, develop, and deploy web applications
3. Utilize your expertise in Node.js and MySQL to build scalable and efficient backend solutions

Requirements:

1. Bachelor's degree in Computer Science, Engineering, or a related field
2. Proven experience with Angular and strong knowledge of TypeScript
3. Solid understanding of Node.js and MySQL databases",1. Candidates with minimum 2 years of experience.,"8,00,000 - 16,00,000","At Hotnot, we are on a mission to create 1M+ fashion creators (stylists) to create pre-curated looks for every occasion where a user can find fashion easily according to their body style type. Additionally, creators can offer affordable styling sessions for more personalized recommendations.

We launched our beta in selected 17 NIFT colleges and in 3-4 months, 12000+ GenZ & millennials are now finding fashion styled by 450+ GenZ Creators - they can relate to, with quick links to purchase from e-commerce partners they love for every occasion. Led by a Forbes 30 Under 30 Lismaker, Frederick Devarampati - We are looking for a dynamic team to launch this publicly. 

Perks: 4 Days a week(No Monday Blues), Flexible working hours, and workations.",Starts Immediately,2-3 years,8 Mar' 24,139,"Angular 2.0
MySQL
Node.js",5 days a week,1.0,"Good to have:                

                    1. Familiarity with AWS services                

                    2. Experience in developing web-GIS applications                

                    3. Experience with map-related libraries such as GDAL, Geopandas, MapBox, Leaflet, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,1600000,1200000.0
